,Unnamed: 0,Unnamed: 0.1,gene_ID,type,gene_symbol,start,stop,description,pos,pathway,"L: L, Mono","D: L, S in maj 1","FL: L, Eco Eq 1","Q: L, Glu exp","WL: L, S in maj 2","Y: L, Eco Eq 2","T: R, Glu Exp","H: L, Ac exp","FS: S, Eco Eq 1"
2673,2673,2847,ECB_02707,cds,yqeA,2897216,2898148,predicted amino acid kinase,2897682.0,"{'ebr00220': 'Arginine biosynthesis', 'ebr00230': 'Purine metabolism', 'ebr00910': 'Nitrogen metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",0.0016760032461803182,0.016789318498119744,0.001283050082211036,-0.005525022956986313,-0.008715971595799985,-0.008004827174987472,0.011709876485836875,-0.0016770772451284517,-0.006482372148964874
2674,2674,2848,ECB_02708,cds,yqeB,2898369,2899994,conserved hypothetical protein with NAD(P)-binding Rossman fold,2899181.5,,-0.005634417901491544,0.008532916061815438,-0.005017763523152516,0.002618115299088737,-0.00958119856676408,-0.009105204843364913,0.007412260282846722,0.0005711532497456133,-0.0024494323007256697
2675,2675,2849,ECB_02709,cds,yqeC,2900042,2900812,hypothetical protein,2900427.0,,-0.006586950712015228,0.0018716826154205675,-0.0005146860243325816,-0.010196021499818308,-0.0053283429348425105,0.0016448057033024164,-0.0005470593780473294,0.005339376976536927,-0.0122260312119428
2676,2676,2850,ECB_02710,cds,ygfJ,2900915,2901493,hypothetical protein,2901204.0,"{'ebr00790': 'Folate biosynthesis', 'ebr01100': 'Metabolic pathways'}",0.0013714302503843195,0.012850796915087895,0.0014389128145271858,0.0009014890631964588,-0.0033672884207598354,-0.003463904215576649,0.004338386494174366,-0.0003553541034224633,-0.0007234526253520529
2677,2677,2851,ECB_02711,cds,ygfK,2901814,2904912,"predicted oxidoreductase, Fe-S subunit",2903363.0,{'ebr00450': 'Selenocompound metabolism'},-0.004651438207867488,-0.005976727989923547,-0.0011389703206534769,-0.003855142801154706,-0.007541471369805876,-0.0009751885591723985,-0.005859141023208599,0.0031230269438594486,-0.009947318851306558
2678,2678,2852,ECB_02712,cds,ssnA,2904915,2906243,putative chlorohydrolase/aminohydrolase,2905579.0,,0.010443862838075359,0.003104820208199537,0.009270976929392459,0.0056950413740039065,-0.0010706829482323226,-0.0022175374613564464,-0.025067390038158603,-0.0010382487923630535,-0.00069268282955708
2679,2679,2853,ECB_02713,cds,ygfM,2906294,2907073,predicted oxidoreductase,2906683.5,{'ebr00450': 'Selenocompound metabolism'},0.003317906785230093,-0.038914653510281484,0.008324493838077773,0.005666207668350021,-0.015542626880629271,0.0029359554109877665,-0.023166470300198912,0.0011232217383566564,-0.023958406955741186
2680,2680,2854,ECB_02714,cds,xdhD,2907070,2909940,fused predicted xanthine/hypoxanthine oxidase,2908505.0,{'ebr00450': 'Selenocompound metabolism'},-0.006154678702105396,0.005522686937676935,0.007449041993093236,-0.0014696338374113411,-0.005048982770845269,-0.001377001448295968,0.0058713991121652175,-0.0012460564124783368,-0.011475466334019361
2681,2681,2855,ECB_02715,cds,ygfO,2910105,2911505,predicted transporter,2910805.0,,-0.00018717453174961035,-0.048443208498000566,-0.0037184134786805963,-0.0025684990007974282,-0.006447555171170349,-0.0025372821329041487,0.0035984605983042438,-0.004065413956591101,-0.0017837345372353761
2682,2682,2856,ECB_02716,cds,guaD,2911520,2912839,guanine deaminase,2912179.5,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism'}",-0.0007053450937684365,0.02151854921248677,0.006864062529923194,-0.0022005499533818266,-0.00245268141475786,0.0030863642384662856,0.003325629409581487,0.003020048565989599,-0.007338046804054825
2683,2683,2857,ECB_02717,cds,ygfQ,2912875,2914242,predicted transporter,2913558.5,,5.913709217669911e-05,-0.06663976671455937,-0.015313786238034397,-0.007459239601685263,-0.00789272074509957,0.0025502301965998372,-0.011262276306607475,0.0025452285665259473,-0.01833381914766949
2684,2684,2858,ECB_02718,cds,ygfS,2914278,2914610,"predicted oxidoreductase, 4Fe-4S ferredoxin-type subunit",2914444.0,,,,,,,,0.004508788688527725,,0.004887269944976959
2685,2685,2859,ECB_02719,cds,ygfT,2914766,2916685,fused predicted oxidoreductase,2915725.5,,-0.001752053570644187,0.0007561790521010772,0.0010951832013251334,0.0018973247767696934,0.004458940891945004,0.004665593613985842,-0.0032696905606130365,0.0009149047463805148,-0.004774389923737288
2686,2686,2860,ECB_02720,cds,ygfU,2917121,2918569,predicted transporter,2917845.0,,-0.0017612783538457062,0.0012098016601985086,0.0013884431889004813,-0.00029031040510103145,-0.002417982073808535,0.0005834234101759084,-0.0005706383922493561,-0.0016724930547124962,-0.005045873568208297
2687,2687,2861,ECB_02721,cds,idi,2918819,2919367,isopentenyl-diphosphate delta-isomerase,2919093.0,"{'ebr00900': 'Terpenoid backbone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}",0.0032308985635582303,-0.014979150759043675,-0.0033856216027650463,0.01090297494794544,0.004219970754506944,0.005418503028026888,-0.014799101122803197,0.009740619376241901,-0.021798469041806316
2688,2688,2862,ECB_02722,cds,lysS,2919410,2920927,"lysine tRNA synthetase, constitutive",2920168.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'},,,,,,,,,
2689,2689,2863,ECB_02723,cds,prfB,2920937,2922035,peptide chain release factor 2,2921486.0,,,,,,,,,,
2690,2690,2864,ECB_02724,cds,recJ,2922126,2923859,"ssDNA exonuclease, 5'-> 3'-specific",2922992.5,"{'ebr03410': 'Base excision repair', 'ebr03430': 'Mismatch repair', 'ebr03440': 'Homologous recombination'}",-0.01483194398682189,,-0.015613026324918898,-0.019168129928824367,-0.021920512701592298,-0.011999476127929743,-0.048940996034065626,-0.012032203132432697,-0.02483446323482317
2691,2691,2865,ECB_02725,cds,dsbC,2923865,2924575,protein disulfide isomerase II,2924220.0,,0.0039749246295457214,-0.04871102594347848,-0.01698488729500731,-0.005325205126724253,-0.009360170867920205,-0.013880012659617035,-0.010696218938614055,0.010808707081116815,-0.009762447008777281
2692,2692,2866,ECB_02726,cds,xerD,2924600,2925496,site-specific tyrosine recombinase XerD,2925048.0,,,,,,,,,,
2693,2693,2867,ECB_02727,cds,fldB,2925608,2926129,flavodoxin 2,2925868.5,,,,,,,,,,
2694,2694,2868,ECB_02728,cds,ygfX,2926169,2926576,hypothetical protein,2926372.5,,,,,,,,-0.005824040709193698,,0.010499602921206897
2695,2695,2869,ECB_02729,cds,ygfY,2926557,2926823,hypothetical protein,2926690.0,,,,,,,,,,
2696,2696,2870,ECB_02730,cds,ygfZ,2927066,2928046,putative global regulator,2927556.0,,,,,,,,,,
2697,2697,2871,ECB_02731,cds,yqfA,2928242,2928901,"predicted oxidoreductase, inner membrane subunit",2928571.5,,,,,,,,-0.021080535155939967,,-0.07514443475863004
2698,2698,2872,ECB_02732,cds,yqfB,2929065,2929376,hypothetical protein,2929220.5,,,,,,,,-0.011427879522845958,,-0.006561567967922677
2699,2699,2873,ECB_02733,cds,bglA,2929415,2930854,6-phospho-beta-glucosidase A,2930134.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00500': 'Starch and sucrose metabolism'}",-0.001815215899456751,-0.003668623756618724,0.0037353887488595187,-0.0010125478178507864,-0.005082840767218421,-0.0005543469217464382,0.004803064238074145,-0.0009412329640499314,-0.023049602438384387
2700,2700,2874,ECB_02734,cds,ygfF,2930911,2931654,predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,2931282.5,,-0.008088955756972294,-0.0052413011999237384,-0.004564011102365793,-0.0021479545344433803,0.0007964718678167242,-0.01359251347708472,-0.004374244951385559,0.004033669170038255,-0.011659239338854559
2701,2701,2875,ECB_02735,cds,gcvP,2931920,2934793,glycine dehydrogenase,2933356.5,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,-0.06256940039784906
2702,2702,2876,ECB_02736,cds,gcvH,2934912,2935301,glycine cleavage system protein H,2935106.5,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
2703,2703,2877,ECB_02737,cds,gcvT,2935325,2936419,glycine cleavage system aminomethyltransferase T,2935872.0,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr00670': 'One carbon pool by folate', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01200': 'Carbon metabolism'}",,,,,,,,,
2704,2704,2878,ECB_02738,cds,visC,2936866,2938068,hypothetical protein,2937467.0,"{'ebr00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
2705,2705,2879,ECB_02739,cds,ubiH,2938091,2939269,2-octaprenyl-6-methoxyphenyl hydroxylase,2938680.0,"{'ebr00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
2706,2706,2880,ECB_02740,cds,pepP,2939266,2940591,proline aminopeptidase P II,2939928.5,,,,,,,,,,-0.022107750442763918
2707,2707,2881,ECB_02741,cds,ygfB,2940617,2941195,hypothetical protein,2940906.0,,,-0.02662225472473773,-0.0195939666092766,-0.014165507742070038,-0.021934306325982384,,0.02927538630147125,0.003100770640251137,0.002705870431749366
2708,2708,2882,ECB_02742,cds,ygfE,2941363,2941692,cytokinetic ring-localizing protein,2941527.5,,,,,,,,-0.11349570692628355,,
2709,2709,2883,EBG00001040516,ncrna,6S,2941734,2941917,,2941825.5,,,,,,,,,,
2710,2710,2884,ECB_02743,cds,ygfA,2941992,2942540,predicted ligase,2942266.0,"{'ebr00670': 'One carbon pool by folate', 'ebr01100': 'Metabolic pathways'}",,,,,,,,,
2711,2711,2885,EBG00001040731,ncrna,SIB_RNA,2942566,2942716,,2942641.0,,,,,,,,,,
2712,2712,2886,ECB_02744,cds,serA,2942929,2944161,D-3-phosphoglycerate dehydrogenase,2943545.0,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00270': 'Cysteine and methionine metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
2713,2713,2887,ECB_02745,cds,rpiA,2944417,2945076,ribose-5-phosphate isomerase A,2944746.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
2714,2714,2888,ECB_02746,cds,yqfE,2945132,2945362,hypothetical protein,2945247.0,,,,,-0.004815681142603103,0.0041246292653897365,,-0.07652379420661709,,
2715,2715,2889,ECB_02747,cds,iciA,2945504,2946397,chromosome replication initiation inhibitor protein,2945950.5,,,,,,,,,,-0.01442204373979835
2716,2716,2890,ECB_02748,cds,sbm,2946601,2948745,methylmalonyl-CoA mutase,2947673.0,"{'ebr00280': 'Valine, leucine and isoleucine degradation', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",-0.007294700359990075,-0.04707025828462005,-0.0011023676633733332,-0.0042541283314093325,-0.013794862431748151,-0.0025891757976418146,-0.00966188223912195,-0.0027983007536768645,-0.0013191572155784818
2717,2717,2891,ECB_02749,cds,argK,2948738,2949733,arginine/ornithine transport system ATPase,2949235.5,,-0.0037938208537171055,-0.0038363752990168603,0.002941520762811592,-0.000873792387889495,-0.004111673396553818,-0.006442906431757333,-0.015876423213941535,0.002988491734073847,-0.000740077351688784
2718,2718,2892,ECB_02750,cds,ygfG,2949744,2950529,"methylmalonyl-CoA decarboxylase, biotin-independent",2950136.5,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}",0.006074486372748792,,-0.0015323121096301625,-0.014598591518702278,-0.01929221441424786,0.011048277870121123,-0.006440709374606938,0.004343408357969216,0.0003979722531548788
2719,2719,2893,ECB_02751,cds,ygfH,2950553,2952031,propionyl-CoA,2951292.0,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}",-0.0004178140595275848,-0.01365066650898168,0.008352340655159093,0.0008582498115435155,0.0010837275962257804,0.0019268438548229534,0.00713712038310133,0.0009301268055021395,-0.002339770574067093
2720,2720,2894,ECB_02752,cds,ygfI,2952028,2952924,predicted DNA-binding transcriptional regulator,2952476.0,,-0.00036830452048313865,0.005202476274791789,-0.002303917810344792,-0.00027996103329515457,-0.004898984058361609,-0.006994780000285474,0.0005618364734731657,-0.002354930124102703,-0.0050499763394912965
2721,2721,2895,ECB_02753,cds,yggE,2953091,2953831,hypothetical protein,2953461.0,,0.0044703959220962295,,-0.005719219392714213,0.007170004617312233,-0.00016869222269245388,-0.007387805422195057,0.026357556581095044,-0.006217828128224046,0.002335953163471482
2722,2722,2896,ECB_02754,cds,yggA,2953924,2954559,arginine exporter protein,2954241.5,,-0.0050670089113219385,,,,-0.004132152066911015,,-0.010790121691491216,0.01126190087280557,0.00482732906008508
2723,2723,2897,ECB_02755,cds,yggB,2954698,2955558,mechanosensitive channel,2955128.0,,-0.004353228511109053,-0.0006116924922456755,-0.006711660004348589,-0.006508974714058137,-0.002539686975335275,-0.0071327643158175715,0.008946701685538317,-0.002976933696709093,-0.0013908765984670733
2724,2724,2898,ECB_02756,cds,fbaA,2955916,2956995,fructose-bisphosphate aldolase,2956455.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00030': 'Pentose phosphate pathway', 'ebr00051': 'Fructose and mannose metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
2725,2725,2899,ECB_02757,cds,pgk,2957210,2958373,phosphoglycerate kinase,2957791.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
2726,2726,2900,ECB_02758,cds,epd,2958423,2959442,D-erythrose 4-phosphate dehydrogenase,2958932.5,"{'ebr00750': 'Vitamin B6 metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,0.1000018726090939,,
2727,2727,2901,ECB_02759,cds,yggC,2959727,2960440,hypothetical protein,2960083.5,,0.0037583125869131814,,-0.0072589240511836605,-0.0007288367951103653,-0.003329440027820441,0.0005279509292527156,0.0034015977701805505,0.005131647640173174,-0.0001936749850758072
2728,2728,2902,ECB_02760,cds,yggD,2960437,2960946,predicted DNA-binding transcriptional regulator,2960691.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00620': 'Pyruvate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}",-0.0017755751296244296,-0.0010815008585335411,0.0012830089213498165,0.004484695634590832,0.007419366134274222,0.01245032754912347,0.0006238401391033739,-0.0031235713707661234,-0.06958200321420335
2729,2729,2903,ECB_02761,cds,yggF,2960968,2961933,predicted hexoseP phosphatase,2961450.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00030': 'Pentose phosphate pathway', 'ebr00051': 'Fructose and mannose metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}",0.00044913632938631395,-0.011801481332875015,-0.0031936593067730746,0.003617016387143248,0.011360868428445824,-0.027516744120998932,-0.002583257950716192,-0.00100731590753145,-0.010604554973768072
2730,2730,2904,ECB_02762,cds,yggP,2961930,2963207,predicted dehydrogenase,2962568.5,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways'}",-0.0044164545885291,-0.0050237472213917524,0.0017584420679452731,0.0012528100671667045,-0.005226603998702075,-0.0007921751216867781,-0.0017047564621416932,-0.0009499750720835607,-0.0007803187902298692
2731,2731,2905,ECB_02763,cds,cmtA,2963222,2964610,predicted fused mannitol-specific PTS enzymes,2963916.0,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02060': 'Phosphotransferase system (PTS)'}",0.00020465106811340977,0.0004262454234777248,0.0006947084606540704,0.00036846007598307756,-0.00263901682716126,0.00016344680934822004,-0.003440894095508585,-0.004827839808154339,-0.001752488850413543
2732,2732,2906,ECB_02764,cds,cmtB,2964665,2965081,predicted mannitol-specific enzyme IIA component of PTS,2964873.0,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02060': 'Phosphotransferase system (PTS)'}",0.00045874703813537687,0.011713997787927134,-0.0026168226268520893,-0.001283264131472166,-0.001418430658842024,0.0025458287132095986,-0.0062134694210998105,-0.0059704842030373195,-0.008836132783989606
2733,2733,2907,ECB_02765,cds,tktA,2965395,2967386,"transketolase 1, thiamin-binding",2966390.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}",,,,,,,,,
2734,2734,2908,ECB_02766,cds,yggG,2967664,2968422,predicted peptidase,2968043.0,,,,,,-0.005465497569062762,-0.00013229540625728136,-0.015715039007328305,,-0.018294386007028655
2735,2735,2909,ECB_02767,cds,speB,2968628,2969548,agmatinase,2969088.0,"{'ebr00330': 'Arginine and proline metabolism', 'ebr01100': 'Metabolic pathways'}",,,,,,,,,
2736,2736,2910,ECB_02768,cds,speA,2969686,2971662,arginine decarboxylase,2970674.0,"{'ebr00330': 'Arginine and proline metabolism', 'ebr01100': 'Metabolic pathways'}",-0.0006470358023240497,-0.021501020150803504,-0.0005927961527928366,0.000400805447067114,0.007660456868792566,0.017453824608629303,,-0.0010043641921393337,-0.024319667696820924
2737,2737,2911,ECB_02769,cds,yqgB,2971671,2971817,hypothetical protein,2971744.0,,,,,,,,-0.01085062638875413,,-0.005925448907631086
2738,2738,2912,ECB_02770,cds,yqgC,2971938,2972153,hypothetical protein,2972045.5,,,,,,,,,,0.0017097289745573333
2739,2739,2913,ECB_02771,cds,yqgD,2972150,2972401,predicted inner membrane protein,2972275.5,,,,,,,,,,
2740,2740,2914,ECB_02772,cds,metK,2972457,2973611,S-adenosylmethionine synthetase,2973034.0,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00999': 'Biosynthesis of various plant secondary metabolites', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids', 'ebr01240': 'Biosynthesis of cofactors'}",,,,,,,,,
