,gene_ID,type,gene_symbol,start,stop,description,pos,pathway
2878,ECB_02738,cds,visC,2936866,2938068,hypothetical protein,2937467.0,"{'ebr00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}"
2879,ECB_02739,cds,ubiH,2938091,2939269,2-octaprenyl-6-methoxyphenyl hydroxylase,2938680.0,"{'ebr00130': 'Ubiquinone and other terpenoid-quinone biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}"
2880,ECB_02740,cds,pepP,2939266,2940591,proline aminopeptidase P II,2939928.5,
2881,ECB_02741,cds,ygfB,2940617,2941195,hypothetical protein,2940906.0,
2882,ECB_02742,cds,ygfE,2941363,2941692,cytokinetic ring-localizing protein,2941527.5,
2883,EBG00001040516,ncrna,6S,2941734,2941917,,2941825.5,
2884,ECB_02743,cds,ygfA,2941992,2942540,predicted ligase,2942266.0,"{'ebr00670': 'One carbon pool by folate', 'ebr01100': 'Metabolic pathways'}"
2885,EBG00001040731,ncrna,SIB_RNA,2942566,2942716,,2942641.0,
2886,ECB_02744,cds,serA,2942929,2944161,D-3-phosphoglycerate dehydrogenase,2943545.0,"{'ebr00260': 'Glycine, serine and threonine metabolism', 'ebr00270': 'Cysteine and methionine metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
2887,ECB_02745,cds,rpiA,2944417,2945076,ribose-5-phosphate isomerase A,2944746.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
2888,ECB_02746,cds,yqfE,2945132,2945362,hypothetical protein,2945247.0,
2889,ECB_02747,cds,iciA,2945504,2946397,chromosome replication initiation inhibitor protein,2945950.5,
2890,ECB_02748,cds,sbm,2946601,2948745,methylmalonyl-CoA mutase,2947673.0,"{'ebr00280': 'Valine, leucine and isoleucine degradation', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
2891,ECB_02749,cds,argK,2948738,2949733,arginine/ornithine transport system ATPase,2949235.5,
2892,ECB_02750,cds,ygfG,2949744,2950529,"methylmalonyl-CoA decarboxylase, biotin-independent",2950136.5,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}"
2893,ECB_02751,cds,ygfH,2950553,2952031,propionyl-CoA,2951292.0,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}"
2894,ECB_02752,cds,ygfI,2952028,2952924,predicted DNA-binding transcriptional regulator,2952476.0,
2895,ECB_02753,cds,yggE,2953091,2953831,hypothetical protein,2953461.0,
2896,ECB_02754,cds,yggA,2953924,2954559,arginine exporter protein,2954241.5,
2897,ECB_02755,cds,yggB,2954698,2955558,mechanosensitive channel,2955128.0,
2898,ECB_02756,cds,fbaA,2955916,2956995,fructose-bisphosphate aldolase,2956455.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00030': 'Pentose phosphate pathway', 'ebr00051': 'Fructose and mannose metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
2899,ECB_02757,cds,pgk,2957210,2958373,phosphoglycerate kinase,2957791.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
2900,ECB_02758,cds,epd,2958423,2959442,D-erythrose 4-phosphate dehydrogenase,2958932.5,"{'ebr00750': 'Vitamin B6 metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
2901,ECB_02759,cds,yggC,2959727,2960440,hypothetical protein,2960083.5,
2902,ECB_02760,cds,yggD,2960437,2960946,predicted DNA-binding transcriptional regulator,2960691.5,"{'ebr00020': 'Citrate cycle (TCA cycle)', 'ebr00620': 'Pyruvate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
2903,ECB_02761,cds,yggF,2960968,2961933,predicted hexoseP phosphatase,2961450.5,"{'ebr00010': 'Glycolysis / Gluconeogenesis', 'ebr00030': 'Pentose phosphate pathway', 'ebr00051': 'Fructose and mannose metabolism', 'ebr00680': 'Methane metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
2904,ECB_02762,cds,yggP,2961930,2963207,predicted dehydrogenase,2962568.5,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways'}"
2905,ECB_02763,cds,cmtA,2963222,2964610,predicted fused mannitol-specific PTS enzymes,2963916.0,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02060': 'Phosphotransferase system (PTS)'}"
2906,ECB_02764,cds,cmtB,2964665,2965081,predicted mannitol-specific enzyme IIA component of PTS,2964873.0,"{'ebr00051': 'Fructose and mannose metabolism', 'ebr01100': 'Metabolic pathways', 'ebr02060': 'Phosphotransferase system (PTS)'}"
2907,ECB_02765,cds,tktA,2965395,2967386,"transketolase 1, thiamin-binding",2966390.5,"{'ebr00030': 'Pentose phosphate pathway', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism', 'ebr01230': 'Biosynthesis of amino acids'}"
2908,ECB_02766,cds,yggG,2967664,2968422,predicted peptidase,2968043.0,
2909,ECB_02767,cds,speB,2968628,2969548,agmatinase,2969088.0,"{'ebr00330': 'Arginine and proline metabolism', 'ebr01100': 'Metabolic pathways'}"
2910,ECB_02768,cds,speA,2969686,2971662,arginine decarboxylase,2970674.0,"{'ebr00330': 'Arginine and proline metabolism', 'ebr01100': 'Metabolic pathways'}"
2911,ECB_02769,cds,yqgB,2971671,2971817,hypothetical protein,2971744.0,
2912,ECB_02770,cds,yqgC,2971938,2972153,hypothetical protein,2972045.5,
2913,ECB_02771,cds,yqgD,2972150,2972401,predicted inner membrane protein,2972275.5,
2914,ECB_02772,cds,metK,2972457,2973611,S-adenosylmethionine synthetase,2973034.0,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00999': 'Biosynthesis of various plant secondary metabolites', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids', 'ebr01240': 'Biosynthesis of cofactors'}"
2915,ECB_02773,cds,galP,2974035,2975429,D-galactose transporter,2974732.0,
2916,ECB_02774,cds,sprT,2975506,2976003,hypothetical protein,2975754.5,
2917,ECB_02775,cds,endA,2976098,2976805,DNA-specific endonuclease I,2976451.5,
2918,ECB_02776,cds,yggJ,2976885,2977616,hypothetical protein,2977250.5,
2919,ECB_02777,cds,gshB,2977629,2978579,glutathione synthetase,2978104.0,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01240': 'Biosynthesis of cofactors'}"
2920,ECB_02778,cds,yqgE,2978688,2979251,hypothetical protein,2978969.5,
2921,ECB_02779,cds,yqgF,2979251,2979667,Holliday junction resolvase-like protein,2979459.0,
2922,ECB_02780,cds,yggR,2979851,2980831,predicted transporter,2980341.0,
2923,ECB_02781,cds,yggS,2980849,2981553,predicted enzyme,2981201.0,
2924,ECB_02782,cds,yggT,2981571,2982137,predicted inner membrane protein,2981854.0,
2925,ECB_02783,cds,yggU,2982134,2982424,hypothetical protein,2982279.0,
2926,ECB_02784,cds,yggV,2982432,2983025,putative deoxyribonucleotide triphosphate pyrophosphatase,2982728.5,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01232': 'Nucleotide metabolism'}"
2927,ECB_02785,cds,yggW,2983018,2984154,coproporphyrinogen III oxidase,2983586.0,
2928,ECB_02786,cds,yggM,2984219,2985226,hypothetical protein,2984722.5,
2929,ECB_02787,cds,ansB,2985343,2986389,periplasmic L-asparaginase II,2985866.0,"{'ebr00250': 'Alanine, aspartate and glutamate metabolism', 'ebr00460': 'Cyanoamino acid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}"
2930,ECB_02788,cds,yggN,2986565,2987284,hypothetical protein,2986924.5,
2931,ECB_02789,cds,yggL,2987468,2987794,hypothetical protein,2987631.0,
2932,ECB_02790,cds,yggH,2987794,2988513,tRNA(m7G46)-methyltransferase,2988153.5,
2933,ECB_02791,cds,mutY,2988674,2989726,adenine DNA glycosylase,2989200.0,{'ebr03410': 'Base excision repair'}
2934,ECB_02792,cds,yggX,2989754,2990029,hypothetical protein,2989891.5,
2935,ECB_02793,cds,mltC,2990094,2991173,membrane-bound lytic murein transglycosylase C,2990633.5,
2936,ECB_02794,cds,nupG,2991375,2992631,nucleoside transporter,2992003.0,
2937,ECB_02795,cds,speC,2992680,2994815,"ornithine decarboxylase, constitutive",2993747.5,"{'ebr00330': 'Arginine and proline metabolism', 'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}"
2938,ECB_02796,cds,yqgA,2995208,2995915,predicted inner membrane protein,2995561.5,
2939,ECB_t00055,ncrna,pheV,2996021,2996096,,2996058.5,{'ebr00970': 'Aminoacyl-tRNA biosynthesis'}
2940,EBG00001040624,ncrna,tRNA,2996021,2996093,,2996057.0,
2943,EBG00001040598,ncrna,IS102,2999309,2999545,,2999427.0,
2944,ECB_02800,cds,flu,2999564,3002410,antigen 43 (Ag43) phase-variable biofilm formation autotransporter,3000987.0,{'ebr02026': 'Biofilm formation - Escherichia coli'}
2945,ECB_02801,cds,yeeR,3002531,3005047,predicted membrane protein,3003789.0,
2947,ECB_02803,cds,yafZ,3005991,3006809,conserved hypothetical protein,3006400.0,
2949,ECB_02805,cds,yeeS,3007395,3007841,predicted DNA repair protein,3007618.0,
2950,ECB_02806,cds,yeeT,3007904,3008125,predicted protein,3008014.5,
2951,ECB_02807,cds,yeeU,3008144,3009205,antitoxin of the YeeV-YeeU toxin-antitoxin system,3008674.5,
2952,ECB_02808,cds,yeeV,3009295,3009669,toxin of the YeeV-YeeU toxin-antitoxin system,3009482.0,
2953,ECB_02809,cds,yeeW,3009666,3010154,predicted protein,3009910.0,
2967,ECB_02823,cds,insB-22,3023960,3024463,IS1 protein InsB,3024211.5,
2968,ECB_02824,cds,insA-22,3024382,3024657,IS1 protein InsA,3024519.5,
2973,ECB_02829,cds,yghD,3029522,3030058,"predicted secretion pathway M-type protein, membrane anchored",3029790.0,{'ebr03070': 'Bacterial secretion system'}
2982,ECB_02839,cds,yghF,3039024,3039854,"predicted secretion pathway protein, C-type protein",3039439.0,{'ebr03070': 'Bacterial secretion system'}
2983,ECB_02840,cds,yghG,3040001,3040411,hypothetical protein,3040206.0,
2984,ECB_02841,cds,pppA,3040477,3041286,bifunctional prepilin leader peptidase/ methylase,3040881.5,
2985,ECB_02842,cds,yghJ,3041450,3046003,predicted inner membrane lipoprotein,3043726.5,
2986,ECB_02843,cds,yghK,3046489,3048171,glycolate transporter,3047330.0,
2987,EBG00001040615,ncrna,C0719,3048250,3048471,,3048360.5,
2988,ECB_02844,cds,glcB,3048526,3050697,malate synthase,3049611.5,"{'ebr00620': 'Pyruvate metabolism', 'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr01200': 'Carbon metabolism'}"
2989,ECB_02845,cds,glcG,3050719,3051123,hypothetical protein,3050921.0,
2990,ECB_02846,cds,glcF,3051128,3052351,glycolate oxidase iron-sulfur subunit,3051739.5,"{'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
2991,ECB_02847,cds,glcE,3052362,3053414,glycolate oxidase FAD binding subunit,3052888.0,"{'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
2992,ECB_02848,cds,glcD,3053414,3054913,"glycolate oxidase subunit, FAD-linked",3054163.5,"{'ebr00630': 'Glyoxylate and dicarboxylate metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01120': 'Microbial metabolism in diverse environments'}"
2993,ECB_02849,cds,glcC,3055164,3055928,"DNA-binding transcriptional dual regulator, glycolate-binding",3055546.0,
2994,ECB_02850,cds,yghO,3055935,3057077,predicted DNA-binding transcriptional regulator,3056506.0,
3003,ECB_02859,cds,yghQ,3065146,3066495,predicted inner membrane protein,3065820.5,
3004,ECB_02860,cds,yghR,3066541,3067299,predicted protein with nucleoside triphosphate hydrolase domain,3066920.0,
3005,ECB_02861,cds,yghS,3067331,3068044,predicted protein with nucleoside triphosphate hydrolase domain,3067687.5,
3006,ECB_02862,cds,yghT,3068218,3068910,predicted protein with nucleoside triphosphate hydrolase domain,3068564.0,
3007,ECB_02863,cds,pitB,3068959,3070458,phosphate transporter,3069708.5,
3008,ECB_02864,cds,gss,3070750,3072609,fused glutathionylspermidine amidase/glutathionylspermidine synthetase,3071679.5,"{'ebr00480': 'Glutathione metabolism', 'ebr01100': 'Metabolic pathways'}"
3009,ECB_02865,cds,yghU,3072814,3073680,predicted S-transferase,3073247.0,
3010,ECB_02866,cds,hybG,3073803,3074051,hydrogenase 2 accessory protein,3073927.0,
3011,ECB_02867,cds,hybF,3074064,3074405,HybF,3074234.5,
3012,ECB_02868,cds,hybE,3074398,3074886,hydrogenase 2-specific chaperone,3074642.0,
3013,ECB_02869,cds,hybD,3074879,3075373,predicted maturation element for hydrogenase 2,3075126.0,
3014,ECB_02870,cds,hybC,3075373,3077076,"hydrogenase 2, large subunit",3076224.5,"{'ebr00633': 'Nitrotoluene degradation', 'ebr01120': 'Microbial metabolism in diverse environments', 'ebr02020': 'Two-component system'}"
3015,ECB_02871,cds,hybB,3077073,3078251,predicted hydrogenase 2 cytochrome b type component,3077662.0,
3016,ECB_02872,cds,hybA,3078241,3079227,hydrogenase 2 4Fe-4S ferredoxin-type component,3078734.0,
3017,ECB_02874,cds,yghW,3080619,3080906,hypothetical protein,3080762.5,
3018,ECB_02875,cds,yghXY,3081025,3081789,predicted hydrolase,3081407.0,"{'ebr00361': 'Chlorocyclohexane and chlorobenzene degradation', 'ebr00364': 'Fluorobenzoate degradation', 'ebr00623': 'Toluene degradation', 'ebr01100': 'Metabolic pathways', 'ebr01120': 'Microbial metabolism in diverse environments'}"
3019,ECB_02876,cds,yghZ,3082069,3083109,aldo-keto reductase,3082589.0,
3020,ECB_02877,cds,yqhA,3083149,3083643,hypothetical protein,3083396.0,
3021,ECB_02878,cds,yghA,3083834,3084718,oxidoreductase,3084276.0,
3022,ECB_02879,cds,exbD,3084990,3085415,membrane spanning protein in TonB-ExbB-ExbD complex,3085202.5,
3023,ECB_02880,cds,exbB,3085422,3086156,membrane spanning protein in TonB-ExbB-ExbD complex,3085789.0,
3024,ECB_02881,cds,metC,3086408,3087595,cystathionine beta-lyase,3087001.5,"{'ebr00270': 'Cysteine and methionine metabolism', 'ebr00450': 'Selenocompound metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01230': 'Biosynthesis of amino acids'}"
3025,ECB_02882,cds,yghB,3087735,3088394,conserved inner membrane protein,3088064.5,
3026,ECB_02883,cds,yqhC,3088434,3089390,predicted DNA-binding transcriptional regulator,3088912.0,
3027,ECB_02884,cds,yqhD,3089527,3090690,"alcohol dehydrogenase, NAD(P)-dependent",3090108.5,"{'ebr00640': 'Propanoate metabolism', 'ebr01100': 'Metabolic pathways'}"
3028,ECB_02885,cds,dkgA,3090795,3091622,"2,5-diketo-D-gluconate reductase A",3091208.5,
3029,ECB_02886,cds,yqhG,3091822,3092748,hypothetical protein,3092285.0,
3030,ECB_02887,cds,yqhH,3092799,3093056,predicted outer membrane lipoprotein,3092927.5,
3031,ECB_02888,cds,ygiQ,3093099,3095318,hypothetical protein,3094208.5,
3032,ECB_02889,cds,sufI,3095429,3096841,repressor protein for FtsI,3096135.0,
3033,ECB_02890,cds,plsC,3096916,3097653,1-acyl-sn-glycerol-3-phosphate acyltransferase,3097284.5,"{'ebr00561': 'Glycerolipid metabolism', 'ebr00564': 'Glycerophospholipid metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites'}"
3034,ECB_02891,cds,parC,3097887,3100145,DNA topoisomerase IV subunit A,3099016.0,
3035,ECB_02892,cds,ygiS,3100283,3101890,predicted transporter subunit,3101086.5,{'ebr02024': 'Quorum sensing'}
3036,ECB_02893,cds,ygiT,3102023,3102418,predicted DNA-binding transcriptional regulator,3102220.5,
3037,ECB_02894,cds,ygiU,3102420,3102716,predicted cyanide hydratase,3102568.0,
3038,ECB_02895,cds,ygiV,3102921,3103403,predicted transcriptional regulator,3103162.0,
3039,ECB_02896,cds,ygiW,3103456,3103848,hypothetical protein,3103652.0,
3040,ECB_02897,cds,ygiX,3104000,3104659,DNA-binding response regulator in two-component regulatory system with QseC,3104329.5,"{'ebr02020': 'Two-component system', 'ebr02024': 'Quorum sensing'}"
3041,ECB_02898,cds,ygiY,3104656,3106005,sensory histidine kinase in two-component regulatory system with QseB,3105330.5,"{'ebr02020': 'Two-component system', 'ebr02024': 'Quorum sensing'}"
3042,ECB_02899,cds,ygiZ,3106051,3106383,conserved inner membrane protein,3106217.0,
3043,ECB_02900,cds,mdaB,3106702,3107283,NADPH quinone reductase,3106992.5,
3044,ECB_02901,cds,ygiN,3107314,3107628,quinol monooxygenase,3107471.0,
3045,ECB_02902,cds,parE,3107676,3109568,DNA topoisomerase IV subunit B,3108622.0,
3046,ECB_02903,cds,yqiA,3109597,3110178,predicted esterase,3109887.5,
3047,ECB_02904,cds,cpdA,3110178,3111005,"cyclic 3',5'-adenosine monophosphate phosphodiesterase",3110591.5,"{'ebr00230': 'Purine metabolism', 'ebr01100': 'Metabolic pathways'}"
3048,ECB_02905,cds,yqiB,3111030,3111452,predicted dehydrogenase,3111241.0,
3049,ECB_02906,cds,yqiE,3111453,3112082,ADP-ribose pyrophosphatase,3111767.5,"{'ebr00230': 'Purine metabolism', 'ebr00740': 'Riboflavin metabolism', 'ebr01100': 'Metabolic pathways'}"
3050,ECB_02907,cds,tolC,3112287,3113768,outer membrane channel precursor protein,3113027.5,"{'ebr01501': 'beta-Lactam resistance', 'ebr01503': 'Cationic antimicrobial peptide (CAMP) resistance', 'ebr02020': 'Two-component system', 'ebr03070': 'Bacterial secretion system'}"
3051,ECB_02908,cds,ygiA,3113768,3114028,hypothetical protein,3113898.0,
3052,ECB_02909,cds,ygiB,3114012,3114587,conserved outer membrane protein,3114299.5,
3053,ECB_02910,cds,ygiC,3114593,3115753,predicted enzyme,3115173.0,
3054,ECB_02911,cds,ygiD,3115791,3116606,predicted dioxygenase,3116198.5,{'ebr01110': 'Biosynthesis of secondary metabolites'}
3055,ECB_02912,cds,ygiE,3116722,3117495,zinc transporter ZupT,3117108.5,
3056,ECB_02913,cds,ribB,3117985,3118638,"3,4-dihydroxy-2-butanone 4-phosphate synthase",3118311.5,"{'ebr00740': 'Riboflavin metabolism', 'ebr01100': 'Metabolic pathways', 'ebr01110': 'Biosynthesis of secondary metabolites', 'ebr01240': 'Biosynthesis of cofactors'}"
3057,ECB_02914,cds,yqiC,3119012,3119302,hypothetical protein,3119157.0,
3058,ECB_02915,cds,ygiL,3119586,3120137,predicted fimbrial-like adhesin protein,3119861.5,
3059,ECB_02916,cds,yqiG,3120233,3122701,predicted outer membrane usher protein,3121467.0,
3060,ECB_02917,cds,yqiH,3122717,3123466,predicted periplasmic pilin chaperone,3123091.5,
3061,ECB_02918,cds,yqiI,3123468,3124532,hypothetical protein,3124000.0,
3062,ECB_02919,cds,glgS,3124575,3124775,glycogen synthesis protein GlgS,3124675.0,
3063,ECB_02920,cds,yqiJ,3125044,3125673,predicted inner membrane protein,3125358.5,
3064,ECB_02921,cds,yqiK,3125700,3127361,hypothetical protein,3126530.5,
3065,EBG00001040588,ncrna,SIB_RNA,3127585,3127734,,3127659.5,
3066,EBG00001040569,ncrna,SIB_RNA,3127960,3128109,,3128034.5,
3067,ECB_02922,cds,rfaE,3128154,3129587,fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,3128870.5,"{'ebr00540': 'Lipopolysaccharide biosynthesis', 'ebr01100': 'Metabolic pathways', 'ebr01250': 'Biosynthesis of nucleotide sugars'}"
